po_no,site_num,request_date
842002,1107,2019-07-26
842020,806,2019-07-26
842024,828,2019-07-26
842210,908,2019-07-26
842037,818,2019-07-26
842188,211,2019-07-26
842001,912,2019-07-26
842007,614,2019-07-26
842008,306,2019-07-26
842201,925,2019-07-26
842025,1123,2019-07-26
842000,1114,2019-07-26
842029,214,2019-07-26
842017,1105,2019-07-26
842197,217,2019-07-26
842004,1115,2019-07-29
842003,910,2019-07-26
842031,213,2019-07-26
842016,920,2019-07-26
842030,229,2019-07-26
842153,1803,2019-07-26
842041,1816,2019-07-26
842051,1827,2019-07-26
842043,1503,2019-07-26
842047,1823,2019-07-26
842044,1522,2019-07-26
842048,1523,2019-07-26
842046,1815,2019-07-26
842056,1814,2019-07-26
842107,1803,2019-07-26
842064,1829,2019-07-26
842057,1809,2019-07-26
842053,1416,2019-07-26
842042,1812,2019-07-26
842054,1517,2019-07-26
842052,1527,2019-07-26
842055,1511,2019-07-26
842058,1803,2019-07-26
842060,1817,2019-07-26
842032,617,2019-07-26
842080,1510,2019-07-26
842045,1415,2019-07-26
842079,1504,2019-07-26
842059,1810,2019-07-26
842050,1805,2019-07-26
OE_ORD,1829,2019-07-24
841782,1120,2019-07-25
841779,628,2019-07-25
841796,226,2019-07-25
841994,311,2019-07-25
841786,619,2019-07-25
841797,805,2019-07-25
841811,604,2019-07-25
841821,804,2019-07-25
841802,303,2019-07-25
841806,827,2019-07-25
841785,627,2019-07-25
841818,622,2019-07-25
841808,1119,2019-07-25
841985,619,2019-07-25
841805,603,2019-07-25
841790,1117,2019-07-25
841783,811,2019-07-25
841798,625,2019-07-25
841809,808,2019-07-25
841787,614,2019-07-25
841803,313,2019-07-25
841795,1105,2019-07-25
841791,1104,2019-07-25
841810,814,2019-07-25
841823,1103,2019-07-26
841819,1106,2019-07-25
841974,821,2019-07-25
841975,823,2019-07-25
841794,304,2019-07-25
841814,318,2019-07-25
841789,605,2019-07-25
841815,612,2019-07-25
841788,306,2019-07-25
841909,211,2019-07-25
841824,205,2019-07-25
841812,1116,2019-07-25
841822,818,2019-07-25
841778,809,2019-07-25
841807,1123,2019-07-25
841799,611,2019-07-25
841793,204,2019-07-25
841792,206,2019-07-25
841943,1805,2019-07-25
841817,819,2019-07-25
841935,1803,2019-07-25
841801,806,2019-07-25
841813,213,2019-07-25
841836,1806,2019-07-25
841842,1607,2019-07-25
841843,1412,2019-07-25
841829,1606,2019-07-25
841800,823,2019-07-25
841831,1618,2019-07-25
841839,1403,2019-07-25
841830,1603,2019-07-25
841826,1821,2019-07-25
841838,1811,2019-07-25
841834,1406,2019-07-25
841832,1411,2019-07-25
841840,1409,2019-07-25
841781,1114,2019-07-25
841835,1832,2019-07-25
841827,1813,2019-07-25
841864,1610,2019-07-25
841828,1405,2019-07-25
841825,1605,2019-07-25
841837,1604,2019-07-25
841833,1404,2019-07-25
841841,1819,2019-07-25
841566,807,2019-07-24
841550,616,2019-07-24
841584,208,2019-07-24
841773,609,2019-07-24
841563,219,2019-07-24
841553,922,2019-07-24
841547,1118,2019-07-24
841591,1108,2019-07-24
841544,812,2019-07-24
841559,216,2019-07-24
841558,311,2019-07-24
841746,309,2019-07-24
841568,209,2019-07-24
841765,235,2019-07-24
841572,308,2019-07-24
841548,924,2019-07-24
841554,623,2019-07-24
841758,207,2019-07-24
841555,626,2019-07-24
841549,610,2019-07-24
841586,220,2019-07-24
841588,315,2019-07-24
841582,212,2019-07-24
841751,1103,2019-07-24
841573,824,2019-07-24
841579,222,2019-07-24
841565,909,2019-07-24
841587,607,2019-07-24
841574,305,2019-07-24
841723,215,2019-07-24
841560,217,2019-07-24
841562,921,2019-07-24
841583,207,2019-07-24
841557,826,2019-07-24
841580,803,2019-07-24
841578,318,2019-07-24
841546,910,2019-07-24
841571,214,2019-07-24
841567,624,2019-07-24
841551,822,2019-07-24
841545,221,2019-07-24
841576,816,2019-07-24
841552,813,2019-07-24
841569,235,2019-07-24
841696,920,2019-07-24
841692,620,2019-07-24
841690,1827,2019-07-24
841577,213,2019-07-24
841595,1503,2019-07-24
841673,619,2019-07-24
841599,1823,2019-07-24
841596,1522,2019-07-24
841669,626,2019-07-24
841593,1816,2019-07-24
841609,1809,2019-07-24
841606,1517,2019-07-24
841605,1416,2019-07-24
841617,1829,2019-07-24
841597,1415,2019-07-24
841600,1523,2019-07-24
841655,231,2019-07-24
841594,1812,2019-07-24
841581,923,2019-07-24
841610,1803,2019-07-24
841607,1511,2019-07-24
841648,626,2019-07-24
841649,1504,2019-07-24
841598,1815,2019-07-24
841604,1527,2019-07-24
841608,1814,2019-07-24
841603,1827,2019-07-24
841602,1805,2019-07-24
841612,1817,2019-07-24
841592,1510,2019-07-24
841611,1810,2019-07-24
841210,905,2019-07-23
841223,611,2019-07-23
841230,827,2019-07-23
841206,919,2019-07-23
841202,1115,2019-07-23
841243,1103,2019-07-23
841225,911,2019-07-23
841208,1104,2019-07-23
841232,314,2019-07-23
841538,623,2019-07-23
841219,226,2019-07-23
841212,606,2019-07-23
841215,908,2019-07-23
841203,627,2019-07-23
841226,303,2019-07-24
841222,625,2019-07-23
841218,1105,2019-07-23
841234,814,2019-07-23
841200,811,2019-07-23
841233,808,2019-07-23
841227,313,2019-07-23
841217,304,2019-07-23
841354,211,2019-07-23
841290,821,2019-07-23
841221,228,2019-07-23
841239,1106,2019-07-23
841197,810,2019-07-23
841196,809,2019-07-23
841204,614,2019-07-23
841209,206,2019-07-23
841244,205,2019-07-23
841229,603,2019-07-23
841201,1107,2019-07-23
841238,622,2019-07-23
841199,912,2019-07-23
841228,828,2019-07-23
841353,1803,2019-07-23
841213,204,2019-07-23
841237,819,2019-07-23
841216,920,2019-07-23
841242,804,2019-07-23
841231,620,2019-07-23
841332,807,2019-07-23
841330,925,2019-07-23
841236,617,2019-07-23
841262,1607,2019-07-23
841301,823,2019-07-23
841246,1821,2019-07-23
841251,1618,2019-07-23
841263,1412,2019-07-23
841259,1403,2019-07-23
841273,306,2019-07-23
841247,1813,2019-07-23
841261,1819,2019-07-23
841258,1811,2019-07-23
841248,1405,2019-07-23
841260,1409,2019-07-23
841249,1606,2019-07-23
841254,1406,2019-07-23
841252,1411,2019-07-23
841257,1604,2019-07-23
841288,230,2019-07-23
841255,1832,2019-07-23
841253,1404,2019-07-23
841276,1610,2019-07-23
841198,1114,2019-07-23
841235,213,2019-07-23
841220,805,2019-07-23
841245,1605,2019-07-23
841256,1806,2019-07-23
841250,1603,2019-07-23
844703,812,2019-08-11
844716,805,2019-08-11
844706,216,2019-08-11
844710,318,2019-08-11
844705,204,2019-08-11
844708,806,2019-08-11
844729,309,2019-08-11
844707,820,2019-08-11
844709,1119,2019-08-11
844712,210,2019-08-11
844704,822,2019-08-11
29607,703,2019-08-13
844564,315,2019-08-10
844548,909,2019-08-10
844558,612,2019-08-10
844545,219,2019-08-10
844554,604,2019-08-10
844555,305,2019-08-10
844656,215,2019-08-10
844549,624,2019-08-10
844562,220,2019-08-10
844553,824,2019-08-10
844550,209,2019-08-10
844542,311,2019-08-10
844538,922,2019-08-10
844552,308,2019-08-10
844541,826,2019-08-10
844536,610,2019-08-10
844557,1116,2019-08-10
844667,803,2019-08-10
844671,605,2019-08-10
844535,924,2019-08-10
844539,623,2019-08-10
844534,619,2019-08-10
844540,626,2019-08-10
844559,222,2019-08-10
844556,816,2019-08-10
844551,230,2019-08-10
844543,217,2019-08-10
844533,1120,2019-08-10
844650,1803,2019-08-10
844532,221,2019-08-10
844561,923,2019-08-10
844544,921,2019-08-10
844615,1103,2019-08-10
844591,1819,2019-08-10
844323,919,2019-08-09
844311,812,2019-08-09
844310,809,2019-08-09
844337,807,2019-08-09
844347,617,2019-08-09
844349,208,2019-08-09
844341,225,2019-08-09
844318,1118,2019-08-09
844342,620,2019-08-09
844505,314,2019-08-09
844353,1108,2019-08-09
844325,905,2019-08-09
844334,806,2019-08-09
844518,806,2019-08-09
844517,911,2019-08-09
844331,1105,2019-08-09
844511,315,2019-08-09
844510,925,2019-08-09
844314,912,2019-08-09
844332,226,2019-08-09
844317,1115,2019-08-12
844344,214,2019-08-09
844339,828,2019-08-09
844348,212,2019-08-09
844322,813,2019-08-09
844312,810,2019-08-09
844321,306,2019-08-09
844338,235,2019-08-09
844327,609,2019-08-09
844333,228,2019-08-09
844352,818,2019-08-09
844316,910,2019-08-09
844313,1114,2019-08-09
844340,1123,2019-08-09
844320,614,2019-08-09
844449,616,2019-08-08
844345,229,2019-08-09
844371,1511,2019-08-09
844363,1823,2019-08-09
844355,1829,2019-08-09
844359,1503,2019-08-09
844360,1522,2019-08-09
844425,1806,2019-08-09
844326,913,2019-08-09
844362,1815,2019-08-09
844370,1517,2019-08-09
844364,1523,2019-08-09
844367,1827,2019-08-09
844369,1416,2019-08-09
844374,1803,2019-08-09
844372,1814,2019-08-09
844373,1809,2019-08-09
844358,1812,2019-08-09
844368,1527,2019-08-09
844408,1803,2019-08-09
844404,1510,2019-08-09
844357,1816,2019-08-09
844361,1415,2019-08-09
844391,1504,2019-08-09
844375,1810,2019-08-09
844376,1817,2019-08-09
844386,1529,2019-08-09
844366,1805,2019-08-09
29562,703,2019-08-21
844112,611,2019-08-08
844098,1107,2019-08-08
844124,604,2019-08-08
844108,1105,2019-08-08
844105,1104,2019-08-08
844122,808,2019-08-08
844115,303,2019-08-08
844119,827,2019-08-08
844109,226,2019-08-08
844136,1103,2019-08-09
844106,206,2019-08-08
844131,622,2019-08-08
844104,1117,2019-08-08
844111,625,2019-08-08
844298,313,2019-08-08
844099,627,2019-08-08
844097,811,2019-08-08
844213,211,2019-08-08
844134,804,2019-08-08
844121,1119,2019-08-08
844295,1105,2019-08-08
844107,821,2019-08-08
844293,204,2019-08-08
844125,1116,2019-08-08
844289,623,2019-08-08
844100,619,2019-08-08
844118,603,2019-08-08
844282,811,2019-08-08
844137,205,2019-08-08
844135,818,2019-08-08
844113,823,2019-08-08
844123,814,2019-08-08
844103,605,2019-08-08
844127,318,2019-08-08
844277,304,2019-08-08
844128,612,2019-08-08
844268,809,2019-08-08
844093,628,2019-08-08
844132,1106,2019-08-08
844117,230,2019-08-08
844130,819,2019-08-08
844120,1123,2019-08-08
844110,805,2019-08-08
844102,306,2019-08-08
844241,806,2019-08-08
844236,1803,2019-08-08
844174,806,2019-08-08
844157,1412,2019-08-08
844144,1618,2019-08-08
844153,1403,2019-08-08
844155,1819,2019-08-08
844140,1813,2019-08-08
844182,1603,2019-08-08
844152,1811,2019-08-08
844148,1406,2019-08-08
844141,1405,2019-08-08
844139,1821,2019-08-08
844146,1610,2019-08-08
844142,1606,2019-08-08
844138,1605,2019-08-08
844154,1409,2019-08-08
844177,1806,2019-08-08
844151,1604,2019-08-08
844145,1411,2019-08-08
844168,1607,2019-08-08
844147,1404,2019-08-08
844161,605,2019-08-08
844149,1832,2019-08-08
844150,1806,2019-08-08
844095,1114,2019-08-08
844143,1603,2019-08-08
843688,812,2019-08-07
843728,208,2019-08-07
843697,922,2019-08-07
843732,315,2019-08-07
844090,219,2019-08-07
843714,225,2019-08-07
843691,1118,2019-08-07
843709,909,2019-08-07
843699,626,2019-08-07
843711,624,2019-08-07
843698,623,2019-08-07
843735,1108,2019-08-07
843694,616,2019-08-07
843702,311,2019-08-07
843716,308,2019-08-07
844085,212,2019-08-07
843730,220,2019-08-07
843725,923,2019-08-07
843729,309,2019-08-07
843723,222,2019-08-07
843696,813,2019-08-07
843701,826,2019-08-07
843700,609,2019-08-07
843713,235,2019-08-07
843722,318,2019-08-07
843693,610,2019-08-07
843731,607,2019-08-07
843718,305,2019-08-07
843706,921,2019-08-07
843717,824,2019-08-07
843703,216,2019-08-07
843705,820,2019-08-07
843720,816,2019-08-07
844059,215,2019-08-07
843726,212,2019-08-07
843692,924,2019-08-07
843724,803,2019-08-07
843704,217,2019-08-07
843690,910,2019-08-07
843733,818,2019-08-07
843710,807,2019-08-07
843734,210,2019-08-07
843689,221,2019-08-07
843721,213,2019-08-07
843854,1120,2019-08-07
843695,822,2019-08-07
843715,214,2019-08-07
843712,209,2019-08-07
843740,1522,2019-08-07
843750,1517,2019-08-07
843739,1503,2019-08-07
843801,1827,2019-08-07
843751,1511,2019-08-07
843749,1416,2019-08-07
843741,1415,2019-08-07
843719,229,2019-08-07
843753,1809,2019-08-07
843742,1815,2019-08-07
843752,1814,2019-08-07
843754,1803,2019-08-07
843736,1510,2019-08-07
843737,1816,2019-08-07
843761,1829,2019-08-07
843779,1504,2019-08-07
843784,1812,2019-08-07
843738,1812,2019-08-07
843748,1527,2019-08-07
843756,1817,2019-08-07
843755,1810,2019-08-07
843768,1529,2019-08-07
843746,1805,2019-08-07
843744,1523,2019-08-07
843537,819,2019-08-06
843536,617,2019-08-06
843530,827,2019-08-06
843499,912,2019-08-06
843523,611,2019-08-06
843510,905,2019-08-06
843506,919,2019-08-06
843519,226,2019-08-06
843543,1103,2019-08-06
843508,1104,2019-08-06
843518,1105,2019-08-06
843525,911,2019-08-06
843532,314,2019-08-06
843531,620,2019-08-06
843522,625,2019-08-06
843500,811,2019-08-06
843526,303,2019-08-07
843538,622,2019-08-06
843527,313,2019-08-06
843503,627,2019-08-06
843647,211,2019-08-06
843515,908,2019-08-06
843529,603,2019-08-06
843514,821,2019-08-06
843534,814,2019-08-06
843517,304,2019-08-06
843539,1106,2019-08-06
843521,228,2019-08-06
843544,205,2019-08-06
843667,925,2019-08-06
843504,614,2019-08-06
843496,809,2019-08-06
843512,606,2019-08-06
843658,920,2019-08-06
843497,810,2019-08-06
843509,206,2019-08-06
843513,204,2019-08-06
843524,823,2019-08-06
843542,804,2019-08-06
843502,1115,2019-08-06
843505,306,2019-08-06
843528,828,2019-08-06
843552,1411,2019-08-06
843563,1412,2019-08-06
843559,1403,2019-08-06
843533,808,2019-08-06
843551,1618,2019-08-06
843605,1823,2019-08-06
843546,1821,2019-08-06
843560,1409,2019-08-06
843558,1811,2019-08-06
843557,1604,2019-08-06
843547,1813,2019-08-06
843556,1806,2019-08-06
843596,1610,2019-08-06
843598,1803,2019-08-06
843498,1114,2019-08-06
843555,1832,2019-08-06
843588,1603,2019-08-06
843585,1603,2019-08-06
843561,1819,2019-08-06
843545,1605,2019-08-06
843511,913,2019-08-06
843554,1406,2019-08-06
843520,805,2019-08-06
843548,1405,2019-08-06
843553,1404,2019-08-06
843549,1606,2019-08-06
843550,1603,2019-08-06
843479,920,2019-08-04
843454,1119,2019-08-04
843477,609,2019-08-04
843451,216,2019-08-04
843476,309,2019-08-04
843450,204,2019-08-04
843455,318,2019-08-04
843457,210,2019-08-04
843452,820,2019-08-04
843449,822,2019-08-04
843471,219,2019-08-04
843467,207,2019-08-04
843252,922,2019-08-03
843267,604,2019-08-03
843261,909,2019-08-03
843272,222,2019-08-03
843247,619,2019-08-03
843268,305,2019-08-03
843274,220,2019-08-03
843262,624,2019-08-03
843387,215,2019-08-03
843271,612,2019-08-03
843266,824,2019-08-03
843263,209,2019-08-03
843253,623,2019-08-03
843256,311,2019-08-03
843255,826,2019-08-03
843265,308,2019-08-03
843254,626,2019-08-03
843249,610,2019-08-03
843269,816,2019-08-03
843251,605,2019-08-03
843245,221,2019-08-03
843258,921,2019-08-03
843397,230,2019-08-03
843270,1116,2019-08-03
843257,217,2019-08-03
843246,1120,2019-08-03
843275,607,2019-08-03
843276,315,2019-08-03
843370,623,2019-08-03
843244,628,2019-08-03
843329,1803,2019-08-03
843320,923,2019-08-03
843317,231,2019-08-03
843024,809,2019-08-02
843058,208,2019-08-02
843056,617,2019-08-02
843048,235,2019-08-02
843051,620,2019-08-02
843044,226,2019-08-02
843039,905,2019-08-02
843243,609,2019-08-02
843046,911,2019-08-02
843032,1118,2019-08-02
843050,225,2019-08-02
843237,803,2019-08-02
843029,1107,2019-08-02
843236,925,2019-08-02
843228,228,2019-08-02
843061,818,2019-08-02
843211,211,2019-08-02
843230,924,2019-08-02
843043,1105,2019-08-02
843052,314,2019-08-02
843036,813,2019-08-02
843034,614,2019-08-02
843220,606,2019-08-02
843030,910,2019-08-02
843115,1123,2019-08-02
843062,1108,2019-08-02
843035,306,2019-08-02
843057,212,2019-08-02
843208,908,2019-08-02
843042,920,2019-08-02
843207,1803,2019-08-02
843025,812,2019-08-02
843053,214,2019-08-02
843026,810,2019-08-02
843031,1115,2019-08-05
843054,229,2019-08-02
843049,828,2019-08-02
843047,807,2019-08-02
843027,1114,2019-08-02
843028,912,2019-08-02
843082,1803,2019-08-02
843070,1815,2019-08-02
843068,1522,2019-08-02
843067,1503,2019-08-02
843086,1829,2019-08-02
843077,1416,2019-08-02
843066,1812,2019-08-02
843081,1809,2019-08-02
843072,1523,2019-08-02
843078,1517,2019-08-02
843069,1415,2019-08-02
843080,1814,2019-08-02
843084,1817,2019-08-02
843076,1527,2019-08-02
843083,1810,2019-08-02
843064,1510,2019-08-02
843105,1504,2019-08-02
843079,1511,2019-08-02
843040,913,2019-08-02
843104,1529,2019-08-02
843055,213,2019-08-02
843074,1805,2019-08-02
843065,1816,2019-08-02
845757,812,2019-08-18
845786,609,2019-08-18
845763,1119,2019-08-18
845764,318,2019-08-18
845765,309,2019-08-18
845782,920,2019-08-18
845760,216,2019-08-18
845766,210,2019-08-18
845780,220,2019-08-18
845762,806,2019-08-18
845758,822,2019-08-18
845759,204,2019-08-18
845761,820,2019-08-18
845572,616,2019-08-17
845600,315,2019-08-17
845590,604,2019-08-17
845584,909,2019-08-17
845591,305,2019-08-17
845594,612,2019-08-17
845720,215,2019-08-17
845581,219,2019-08-17
845585,624,2019-08-17
845589,824,2019-08-17
845598,220,2019-08-17
845586,209,2019-08-17
845578,311,2019-08-17
845570,619,2019-08-17
845588,308,2019-08-17
845597,923,2019-08-17
845575,623,2019-08-17
845571,610,2019-08-17
845587,230,2019-08-17
845741,924,2019-08-17
845567,628,2019-08-17
845740,814,2019-08-17
845595,222,2019-08-17
845577,826,2019-08-17
845580,921,2019-08-17
845573,605,2019-08-17
845592,816,2019-08-17
845593,1116,2019-08-17
845576,626,2019-08-17
845703,1803,2019-08-17
845683,910,2019-08-17
845666,812,2019-08-17
845656,1811,2019-08-17
845657,628,2019-08-16
845579,217,2019-08-17
845655,628,2019-08-16
845568,221,2019-08-17
845599,607,2019-08-17
845372,807,2019-08-16
845352,1107,2019-08-16
845384,208,2019-08-16
845347,809,2019-08-16
845382,617,2019-08-16
845365,606,2019-08-16
845356,616,2019-08-16
845368,228,2019-08-16
845380,229,2019-08-16
845355,1118,2019-08-16
845360,919,2019-08-16
845361,1117,2019-08-16
845371,911,2019-08-16
845557,803,2019-08-16
845378,314,2019-08-16
845354,1115,2019-08-16
845366,1105,2019-08-16
845377,620,2019-08-16
845362,905,2019-08-16
845374,828,2019-08-16
845383,212,2019-08-16
845389,205,2019-08-16
845357,614,2019-08-16
845379,214,2019-08-16
845348,812,2019-08-16
845536,235,2019-08-16
845373,235,2019-08-16
845534,908,2019-08-16
845353,910,2019-08-16
845388,1108,2019-08-16
845358,306,2019-08-16
845359,813,2019-08-16
845524,925,2019-08-16
845522,207,2019-08-16
845351,912,2019-08-16
845375,1123,2019-08-16
845510,614,2019-08-16
845381,213,2019-08-16
845491,1803,2019-08-16
845350,1114,2019-08-16
845395,1522,2019-08-16
845394,1503,2019-08-16
845387,818,2019-08-16
845409,1810,2019-08-16
845404,1416,2019-08-16
845363,913,2019-08-16
845399,1523,2019-08-16
845403,1527,2019-08-16
845390,1829,2019-08-16
845408,1803,2019-08-16
845396,1415,2019-08-16
845393,1812,2019-08-16
845444,1504,2019-08-16
